,acceptedScientificName,acceptedTaxonKey,accessRights,associatedReferences,basisOfRecord,bibliographicCitation,catalogNumber,class,classKey,collectionCode,collectionID,collectionKey,continent,coordinatePrecision,coordinateUncertaintyInMeters,country,countryCode,county,crawlId,datasetID,datasetKey,datasetName,dateIdentified,day,decimalLatitude,decimalLongitude,disposition,dynamicProperties,earliestAgeOrLowestStage,elevation,endDayOfYear,establishmentMeans,eventDate,eventID,eventTime,extensions,facts,family,familyKey,fieldNumber,footprintWKT,gadm,gbifID,genericName,genus,genusKey,geodeticDatum,georeferenceProtocol,georeferenceRemarks,georeferenceSources,georeferenceVerificationStatus,georeferencedBy,georeferencedDate,habitat,higherClassification,higherGeography,higherGeographyID,hostingOrganizationKey,http://unknown.org/species,http://unknown.org/taxonRankID,identificationQualifier,identificationRemarks,identificationVerificationStatus,identifiedBy,identifiedByIDs,identifier,identifiers,inCluster,individualCount,installationKey,institutionCode,institutionID,institutionKey,isInCluster,island,islandGroup,issues,iucnRedListCategory,key,kingdom,kingdomKey,language,lastCrawled,lastInterpreted,lastParsed,license,lifeStage,lithostratigraphicTerms,locality,locationAccordingTo,locationID,locationRemarks,materialSampleID,media,modified,month,namePublishedInYear,networkKeys,nomenclaturalCode,occurrenceID,occurrenceRemarks,occurrenceStatus,order,orderKey,organismID,organismQuantityType,otherCatalogNumbers,ownerInstitutionCode,phylum,phylumKey,preparations,previousIdentifications,projectId,protocol,publishingCountry,publishingOrgKey,recordNumber,recordedBy,recordedByIDs,references,relations,relationshipOfResource,rightsHolder,samplingProtocol,scientificName,sex,species,speciesKey,specificEpithet,startDayOfYear,stateProvince,taxonConceptID,taxonID,taxonKey,taxonRank,taxonomicStatus,type,verbatimCoordinateSystem,verbatimElevation,verbatimEventDate,verbatimLocality,verbatimSRS,verbatimTaxonRank,vernacularName,waterBody,year
27,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,500.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-19.303033,146.781311,,,,,,,2002-01-01T00:00:00,936121,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.67_1', 'name': 'Townsville'}}",3779146750,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],80629301-337a-4757-a48e-6f2f6789778a,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779146750,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:31.879+00:00,2022-05-30T23:13:31.879+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,"Aplins Weir, Ross River, Annandale",,871824,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,80629301-337a-4757-a48e-6f2f6789778a,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
28,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,900.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-25.781633,152.717711,,,,,,,2002-01-01T00:00:00,935861,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.26_1', 'name': 'Fraser Coast'}}",3779163872,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],8341983a-0175-4cb0-b085-ef925c46c950,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779163872,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:12:59.845+00:00,2022-05-30T23:12:59.845+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,Big Sandy Creek nr Tinana Creek,,871564,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,8341983a-0175-4cb0-b085-ef925c46c950,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
29,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,900.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-28.123333,152.384444,,,,,,,2002-01-01T00:00:00,935585,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.61_1', 'name': 'Southern Downs'}}",3779171356,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],95e5edd6-ec4f-46a2-aee2-9ccd42a56a47,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779171356,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:12:34.055+00:00,2022-05-30T23:12:34.055+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,Hell Hole Creek,,871288,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,95e5edd6-ec4f-46a2-aee2-9ccd42a56a47,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
30,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,1800.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-26.998333,152.201111,,,,,,,2002-01-01T00:00:00,935766,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.59_1', 'name': 'Somerset'}}",3779172569,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],8fd30297-9279-4475-990c-f2d442287cba,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779172569,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:32.569+00:00,2022-05-30T23:13:32.569+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,Yarraman Creek,,871469,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,8fd30297-9279-4475-990c-f2d442287cba,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
31,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,900.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-25.981667,152.826111,,,,,,,2002-01-01T00:00:00,935856,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.30_1', 'name': 'Gympie'}}",3779202144,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],9b5826db-a67b-40a8-a955-004997046ad9,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779202144,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:33.042+00:00,2022-05-30T23:13:33.042+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,Sandy Creek nr Tinana Creek,,871559,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,9b5826db-a67b-40a8-a955-004997046ad9,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
32,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,1800.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-26.69,152.584444,,,,,,,2002-01-01T00:00:00,935793,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.62_1', 'name': 'Sunshine Coast'}}",3779204335,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],8e6ce0df-f10c-4a5e-b11f-78e861232ac1,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779204335,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:00.220+00:00,2022-05-30T23:13:00.220+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,"Bunderoo Creek, Conondale NP",,871496,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,8e6ce0df-f10c-4a5e-b11f-78e861232ac1,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
33,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,500.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-17.349333,145.329111,,,,,,,2002-01-01T00:00:00,936242,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.63_1', 'name': 'Tablelands'}}",3779205057,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],90cf6458-9652-4e67-90f3-26e10c256330,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779205057,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:00.309+00:00,2022-05-30T23:13:00.309+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,"Walsh River, Watsonville",,871945,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,90cf6458-9652-4e67-90f3-26e10c256330,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
34,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,500.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-18.143333,145.610111,,,,,,,2002-01-01T00:00:00,936165,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.63_1', 'name': 'Tablelands'}}",3779214360,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],aa282e37-7df2-4a68-841c-c30b8a3e8859,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779214360,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:35.187+00:00,2022-05-30T23:13:35.187+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,Kirrama Creek,,871868,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,aa282e37-7df2-4a68-841c-c30b8a3e8859,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
35,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,500.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-16.578333,145.328111,,,,,,,2002-01-01T00:00:00,936312,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.63_1', 'name': 'Tablelands'}}",3779249367,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],a93934a8-6347-48ad-b393-c9c57a94e4d2,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779249367,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:33.568+00:00,2022-05-30T23:13:33.568+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,Bushy Creek,,872015,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,a93934a8-6347-48ad-b393-c9c57a94e4d2,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
36,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,1800.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-27.338611,152.884444,,,,,,,2002-01-01T00:00:00,935716,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.44_1', 'name': 'Moreton Bay'}}",3779257865,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],a954441c-fe0f-460c-9bda-520432ea344b,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779257865,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:33.470+00:00,2022-05-30T23:13:33.470+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,"Cedar Creek, Samford",,871419,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,a954441c-fe0f-460c-9bda-520432ea344b,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
37,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,5400.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-28.115,153.317778,,,,,,,2002-01-01T00:00:00,935587,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.28_1', 'name': 'Gold Coast'}}",3779280354,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],b2c1c0a5-371d-4aee-b3f3-048263006c45,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779280354,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:33.921+00:00,2022-05-30T23:13:33.921+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,Mudgeeraba Creek,,871290,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,b2c1c0a5-371d-4aee-b3f3-048263006c45,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
38,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,900.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-27.415,153.017778,,,,,,,2002-01-01T00:00:00,935696,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.8_1', 'name': 'Brisbane'}}",3779285697,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],c15b33f2-670a-4646-8e88-fd21e68dc661,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779285697,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:03.535+00:00,2022-05-30T23:13:03.535+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,"Upper Kedron Brook, The Grange",,871399,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,c15b33f2-670a-4646-8e88-fd21e68dc661,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
39,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,900.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-21.531633,149.109444,,,,,,,2002-01-01T00:00:00,935957,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.40_1', 'name': 'Mackay'}}",3779301365,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],afca78a6-ade0-4200-916c-64cb11997f41,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779301365,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:33.715+00:00,2022-05-30T23:13:33.715+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,West Funnel Creek nr Sarina,,871660,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,afca78a6-ade0-4200-916c-64cb11997f41,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
40,"Ornithorhynchus anatinus (Shaw, 1799)",2433376,,,OCCURRENCE,,,Mammalia,359,Queensland Historical Fauna Database,1365,,OCEANIA,1e-05,500.0,Australia,AU,,247,10807,e4473544-f4cd-4429-b791-39d6e1fdb0a4,Nattrass (2002),,1.0,-21.1435,149.0746,,,,,,,2002-01-01T00:00:00,935994,,{},[],Ornithorhynchidae,5940,,,"{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.40_1', 'name': 'Mackay'}}",3779301505,Ornithorhynchus,Ornithorhynchus,2433375,WGS84,,,,,,,,,,,3c5e4331-7f2f-4a8d-aa56-81ece7014fc8,Ornithorhynchus anatinus,7000,,,Unconfirmed,,[],b0484bcc-9172-4b87-9ecb-366de939d3b6,[],False,,19893c10-381e-4534-9bb8-6c37d03ad29e,,3461,,False,,,['COORDINATE_ROUNDED'],NT,3779301505,Animalia,1,en,2022-05-30T22:43:47.584+00:00,2022-05-30T23:13:33.737+00:00,2022-05-30T23:13:33.737+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,,Dumbleton Weir nr Mackay,,871697,,,[],2009-03-26T22:31:36.000+00:00,1.0,,,,b0484bcc-9172-4b87-9ecb-366de939d3b6,,PRESENT,Monotremata,791,,,,Department of Environment and Science,Chordata,44,,,,DWC_ARCHIVE,AU,96835ce2-d3af-4f6e-af81-faa0c7576fa4,,,[],,[],,Queensland Government,,"Ornithorhynchus anatinus (Shaw, 1799)",,Ornithorhynchus anatinus,2433376,anatinus,,Queensland,urn:lsid:biodiversity.org.au:afd.taxon:ac61fd14-4950-4566-b384-304bd99ca75f,836,2433376,SPECIES,ACCEPTED,,,,,,,,Platypus,,2002.0
